desa_id,kec_id,nama_kelurahan_desa,jenis,created_at,updated_at
1101012001,110101,Keude Bakongan,,,
1101012002,110101,Ujong Mangki,,,
1101012003,110101,Ujong Padang,,,
1101012004,110101,Gampong Drien,,,
1101012015,110101,Darul Ikhsan,,,
1101012016,110101,Padang Beurahan,,,
1101012017,110101,Gampong Baro,,,
1101022001,110102,Fajar Harapan,,,
1101022002,110102,Krueng Batee,,,
1101022003,110102,Pasi Kuala Asahan,,,
1101022004,110102,Gunung Pulo,,,
1101022005,110102,Pulo Ie I,,,
1101022006,110102,Jambo Manyang,,,
1101022007,110102,Simpang Empat,,,
1101022008,110102,Limau Purut,,,
1101022009,110102,Pulo Kambing,,,
1101022010,110102,Kampung Paya,,,
1101022011,110102,Krueng Batu,,,
1101022012,110102,Krueng Kluet,,,
1101022013,110102,Alur Mas,,,
1101022014,110102,Kampung Tinggi,,,
1101022015,110102,Ruak,,,
1101022016,110102,Simpang Lhee,,,
1101022017,110102,Suaq Geuringgeng,,,
1101022018,110102,Pasi Kuala Ba'u,,,
1101022019,110102,Kedai Padang,,,
1101022020,110102,Kotafajar,,,
1101022021,110102,Gunung Pudung,,,
1101032001,110103,Suaq Bakung,,,
1101032002,110103,Rantau Binuang,,,
1101032003,110103,Barat Daya,,,
1101032004,110103,Sialang,,,
1101032005,110103,Kapeh,,,
1101032006,110103,Pulo Ie,,,
1101032007,110103,Kedai Runding,,,
1101032008,110103,Kedai Kandang,,,
1101032009,110103,Gampong Luar,,,
1101032010,110103,Ujung,,,
1101032011,110103,Jua,,,
1101032012,110103,Pasi Meurapat,,,
1101032013,110103,Ujung Pasir,,,
1101032014,110103,Geulumbuk,,,
1101032015,110103,Pasie Lembang,,,
1101032016,110103,Ujung Padang,,,
1101032017,110103,Indra Damai,,,
1101042001,110104,Bakau Hulu,,,
1101042002,110104,Padang Bakau,,,
1101042003,110104,Manggis Harapan,,,
1101042004,110104,Pasar Lama,,,
1101042005,110104,Apha,,,
1101042006,110104,Ujung Batu,,,
1101042007,110104,Pawoh,,,
1101042008,110104,Dalam,,,
1101042009,110104,Kota Palak,,,
1101042010,110104,Cacang,,,
1101042011,110104,Tengah Pisang,,,
1101042012,110104,Pisang,,,
1101042013,110104,Hulu Pisang,,,
1101042014,110104,Tengah Baru,,,
1101042015,110104,Lembah Baru,,,
1101042016,110104,Padang Baru,,,
1101052001,110105,Kuta Buloh II,,,
1101052002,110105,Kuta Buloh I,,,
1101052003,110105,Ie Dingen,,,
1101052004,110105,Drien Jalo,,,
1101052005,110105,Jambo Papeun,,,
1101052006,110105,Buket Meuh,,,
1101052007,110105,Blang Kuala,,,
1101052008,110105,Rot Teungoh,,,
1101052009,110105,Alue Baro,,,
1101052010,110105,Ladang Tuha,,,
1101052011,110105,Lhok Mamplam,,,
1101052012,110105,Arun Tunggai,,,
1101052013,110105,Blang Teungoh,,,
1101052014,110105,Blang Bladeh,,,
1101052015,110105,Ie Buboh,,,
1101052016,110105,Keude Meukek,,,
1101052017,110105,Kuta Baro,,,
1101052018,110105,Tanjung Harapan,,,
1101052019,110105,Labuhan Tarok,,,
1101052020,110105,Lhok Aman,,,
1101052021,110105,Alue Meutuah,,,
1101052022,110105,Ladang Baro,,,
1101052023,110105,Labuhan Tarok II,,,
1101062001,110106,Dalam,,,
1101062002,110106,Subarang,,,
1101062003,110106,Kuta Baru,,,
1101062004,110106,Gunung Ketek,,,
1101062005,110106,Ladang Panton Luas,,,
1101062006,110106,Madat,,,
1101062007,110106,Alur Seumerah,,,
1101062008,110106,Tengah,,,
1101062009,110106,Gunung Cut,,,
1101062010,110106,Alur Pinang,,,
1101062011,110106,Kuta Blang,,,
1101062012,110106,Batee Tunggai,,,
1101062013,110106,Ujung Tanah,,,
1101062014,110106,Ujung Kampung,,,
1101062015,110106,Jilatang,,,
1101062016,110106,Luar,,,
1101062017,110106,Lubuk Layu,,,
1101062018,110106,Suaq Hulu,,,
1101062019,110106,Tampang,,,
1101062020,110106,Payonan Gadang,,,
1101062021,110106,Gadang,,,
1101062022,110106,Baru,,,
1101062023,110106,Ladang Kasik Putih,,,
1101062024,110106,Air Sialang Hilir.,,,
1101062025,110106,Air Sialang Hulu,,,
1101062026,110106,Air Sialang Tengah,,,
1101062027,110106,Balai,,,
1101062028,110106,Arafah,,,
1101072001,110107,Sikulat,,,
1101072002,110107,Sawang I,,,
1101072003,110107,Meuligo,,,
1101072004,110107,Lhok Pawoh,,,
1101072005,110107,Sawang II,,,
1101072006,110107,Ujung Karang,,,
1101072007,110107,Trieng Meuduro Baroh,,,
1101072008,110107,Trieng Meuduro Tunong,,,
1101072009,110107,Panton Luas,,,
1101072010,110107,Simpang Tiga,,,
1101072011,110107,Kuta Baro,,,
1101072012,110107,Blang Geulinggang,,,
1101072013,110107,Mutiara,,,
1101072014,110107,Ujung Padang,,,
1101072015,110107,Sawang Ba'u,,,
1101082001,110108,Lhok Keutapang,,,
1101082002,110108,Hilir,,,
1101082003,110108,Padang,,,
1101082004,110108,Hulu,,,
1101082005,110108,Jambo Apha,,,
1101082006,110108,Tepi Air,,,
1101082007,110108,Pasar,,,
1101082008,110108,Lhok Bengkuang,,,
1101082009,110108,Panton Luas,,,
1101082010,110108,Gunung Kerambil,,,
1101082011,110108,Air Berudang,,,
1101082012,110108,Batu Itam,,,
1101082013,110108,Panjupian,,,
1101082014,110108,Lhok Rukam,,,
1101082015,110108,Air Pinang,,,
1101082016,110108,Lhok Bengkuang Timur,,,
1101092001,110109,Keude Trumon,,,
1101092002,110109,Ujong Tanoh,,,
1101092003,110109,Sigleng,,,
1101092004,110109,Ie Meudama,,,
1101092005,110109,Teupin Tinggi,,,
1101092006,110109,Kuta Baro,,,
1101092007,110109,Panton Bilie,,,
1101092012,110109,Kuta Padang,,,
1101092013,110109,Raket,,,
1101092014,110109,Gampong Teungoh,,,
1101092015,110109,Seuneubok Jaya,,,
1101092016,110109,Padang Harapan,,,
1101102001,110110,Ladang Teungoh,,,
1101102002,110110,Pucok Krueng,,,
1101102003,110110,Silolo,,,
1101102004,110110,Kampung Baru,,,
1101102005,110110,Panton Bili,,,
1101102006,110110,Paya Ateuk,,,
1101102007,110110,Ladang Tuha,,,
1101102008,110110,Mata Ie,,,
1101102009,110110,Ujong Batee,,,
1101102010,110110,Lhok Sialang Cut,,,
1101102011,110110,Seuneubok,,,
1101102012,110110,Ie Mirah,,,
1101102013,110110,Pasie Rasian,,,
1101102014,110110,Ujung Padang Rasian,,,
1101102015,110110,Krueng Kalee,,,
1101102016,110110,Lhok Sialang Rayeuk,,,
1101102017,110110,Gampong Baro,,,
1101102018,110110,Teupin Gajah,,,
1101102019,110110,Ujung Padang Asahan,,,
1101102020,110110,Pulo Ie II,,,
1101102021,110110,Pante Raja,,,
1101112001,110111,Tengah Peulumat,,,
1101112002,110111,Paya Peulumat,,,
1101112003,110111,Padang Peulumat,,,
1101112004,110111,Aur Peulumat,,,
1101112005,110111,Limau Saring,,,
1101112006,110111,Beutong,,,
1101112007,110111,Peuneulop,,,
1101112008,110111,Gunung Rotan,,,
1101112009,110111,Keumumu Hilir,,,
1101112010,110111,Keumumu Hulu,,,
1101112011,110111,Keumumu Seberang,,,
1101112012,110111,Sawang Indah,,,
1101122001,110112,Tutong,,,
1101122002,110112,Teungoh Iboh,,,
1101122003,110112,Peulokan,,,
1101122004,110112,Kuta Iboh,,,
1101122005,110112,Ujung Padang,,,
1101122006,110112,Blang Baru,,,
1101122007,110112,Blang Poroh,,,
1101122008,110112,Pulo Ie,,,
1101122009,110112,Suak Lokan,,,
1101122010,110112,Iku Lhueng,,,
1101122011,110112,Kuta Trieng,,,
1101122012,110112,Pante Geulima,,,
1101122013,110112,Panton Pawoh,,,
1101122014,110112,Batee Meucanang,,,
1101122015,110112,Panton Rubek,,,
1101132001,110113,Koto,,,
1101132002,110113,Alur Keujrun,,,
1101132003,110113,Jambo Papan,,,
1101132004,110113,Malaka,,,
1101132005,110113,Koto Indarung,,,
1101132006,110113,Siurai-Urai,,,
1101132007,110113,Kampung Sawah,,,
1101132008,110113,Kampung Padang,,,
1101132009,110113,Pulo Air,,,
1101132010,110113,Lawe Melang,,,
1101132011,110113,Mersak,,,
1101132012,110113,Simpang Dua,,,
1101132013,110113,Simpang Tiga,,,
1101142001,110114,Paya Dapur,,,
1101142002,110114,Sapik,,,
1101142003,110114,Alai,,,
1101142004,110114,Durian Kawan,,,
1101142005,110114,Lawe Sawah,,,
1101142006,110114,Lawe Buluh Didi,,,
1101142007,110114,Pucuk Lembang,,,
1101142008,110114,Paya Laba,,,
1101142009,110114,Lawe Cimanok,,,
1101152001,110115,Pasie Seubadeh,,,
1101152002,110115,Ladang Rimba,,,
1101152003,110115,Ujong Pulo Rayeuk,,,
1101152004,110115,Sawah Tingkeum,,,
1101152005,110115,Simpang,,,
1101152006,110115,Ujong Pulo Cut,,,
1101152008,110115,Seuleukat,,,
1101162005,110116,Pinto Rimba,,,
1101162006,110116,Krueng Luas,,,
1101162007,110116,Jambo Dalem,,,
1101162008,110116,Kapa Sesak,,,
1101162009,110116,Seuneubok Punto,,,
1101162010,110116,Seuneubok Pusaka,,,
1101162011,110116,Alur Bujok,,,
1101162012,110116,Titi Poben,,,
1101172001,110117,Buket Gadeng,,,
1101172002,110117,Rambong,,,
1101172003,110117,Seuneubok Keuranji,,,
1101172004,110117,Seuneubok Alur Buloh,,,
1101172005,110117,Ujong Tanoh,,,
1101172006,110117,Ujong Gunong Cut,,,
1101172007,110117,Ujong Gunung Rayeuk,,,
1101172008,110117,Beutong,,,
1101172009,110117,Jambo Keupok,,,
1101172010,110117,Alurduamas,,,
1101182001,110118,Ladang Rimba,,,
1101182002,110118,Gunong Kapho,,,
1101182003,110118,Kampong Teungoh,,,
1101182004,110118,Krueng Batee,,,
1101182005,110118,Pulo Paya,,,
1101182006,110118,Jambo Papeun,,,
1101182007,110118,Cot Bayu,,,
1101182008,110118,Naca,,,
1101182009,110118,Ie Jeureuneh,,,
1101182010,110118,Lhok Raya,,,
1102012001,110201,Engkeran,,,
1102012002,110201,Rumah Kampung,,,
1102012004,110201,Pasir Bangun,,,
1102012006,110201,Kubu,,,
1102012007,110201,Lawe Kongker,,,
1102012008,110201,Kuta Cingkam II,,,
1102012009,110201,Muara Baru,,,
1102012011,110201,Kuta Batu I,,,
1102012012,110201,Kuta Cingkam I,,,
1102012013,110201,Kuta Batu II,,,
1102012014,110201,Lawe Sempilang,,,
1102012015,110201,Prapat Batu Nunggul,,,
1102012016,110201,Pulo Sepang,,,
1102012017,110201,Rih Mbelang,,,
1102012018,110201,Kute Batu Baru,,,
1102012019,110201,Darul Amin,,,
1102012020,110201,Lawe Lubang Indah,,,
1102012021,110201,Batu Hamparan,,,
1102012022,110201,Paye Munje,,,
1102012023,110201,Pulo Ndapdap,,,
1102012024,110201,Pasir Nunggul,,,
1102012025,110201,Cingkham Mekhanggun,,,
1102012026,110201,Pintu Khimbe,,,
1102012027,110201,Lawe Kongker Hilir,,,
1102012028,110201,Pulo Gadung,,,
1102012029,110201,Pasikh Pehkmate,,,
1102012030,110201,Pasikh Nunang,,,
1102012031,110201,Deleng Kukusen,,,
1102022001,110202,Bukit Merdeka,,,
1102022002,110202,Darul Aman,,,
1102022003,110202,Lawe Kesumpat,,,
1102022004,110202,Lawe Tua Gabungan,,,
1102022005,110202,Lawe Sigala II,,,
1102022006,110202,Lawe Sigala Timur,,,
1102022007,110202,Lawe Sigala Barat,,,
1102022008,110202,Suka Damai,,,
1102022009,110202,Kute Tengah,,,
1102022010,110202,Tanah Baru,,,
1102022011,110202,Kedataran Gabungan,,,
1102022012,110202,Gabungan Parsaroan,,,
1102022013,110202,Lawe Loning Gabungan,,,
1102022014,110202,Lawe Loning Aman,,,
1102022015,110202,Suka Maju,,,
1102022016,110202,Lawe Tua Makmur,,,
1102022017,110202,Lawe Tua Persatuan,,,
1102022018,110202,Lawe Serke,,,
1102022019,110202,Lawe Rakat,,,
1102022020,110202,Suka Jaya,,,
1102022021,110202,Enmiya Batu Dua Ratus,,,
1102022022,110202,Sebungke,,,
1102022023,110202,Bukit Sepakat,,,
1102022024,110202,Lawe Loning Sepakat,,,
1102022025,110202,Lawe Loning I,,,
1102022026,110202,Gaya Jaya,,,
1102022027,110202,Gelah Musara,,,
1102022028,110202,Mulie Dame,,,
1102022029,110202,Lawe Loning Hakhapen,,,
1102022030,110202,Karya Indah,,,
1102022031,110202,Kayu Mbelin,,,
1102022032,110202,Lawe Sigala Barat Jaya,,,
1102022033,110202,Lawe Pekhidinen,,,
1102022034,110202,Kertimbang,,,
1102022035,110202,Ndauh Nitenggo,,,
1102032001,110203,Bambel Gabungan,,,
1102032002,110203,Kisam,,,
1102032005,110203,Lawe Hijo,,,
1102032006,110203,Pinding,,,
1102032009,110203,Terutung Megara Asli,,,
1102032011,110203,Biak Muli,,,
1102032012,110203,Kute Lang-Lang,,,
1102032013,110203,Pedesi,,,
1102032014,110203,Terutung Payung Hulu,,,
1102032015,110203,Terutung Payung Hilir,,,
1102032016,110203,Tualang Sembilar,,,
1102032017,110203,Kuning I,,,
1102032018,110203,Kuning II,,,
1102032019,110203,Cinta Damai,,,
1102032020,110203,Likat,,,
1102032021,110203,Rikit,,,
1102032023,110203,Bambel,,,
1102032025,110203,Lawe Kihing,,,
1102032026,110203,Terutung Seperai,,,
1102032027,110203,Kute Seri,,,
1102032028,110203,Kuta Antara,,,
1102032029,110203,Pulo Perengge,,,
1102032031,110203,Pulo Kendondong,,,
1102032033,110203,Pancakh Iman,,,
1102032034,110203,Biak Muli Baru,,,
1102032035,110203,Biak Muli Pantai Raja,,,
1102032036,110203,Biak Muli Sejahtera,,,
1102032037,110203,Lembah Haji,,,
1102032038,110203,Terutung Payung Gabungan,,,
1102032039,110203,Lawe Hijo Metuah,,,
1102032040,110203,Ampera,,,
1102032041,110203,Tembilakh Mbakhu,,,
1102032042,110203,Kute Lang-Lang Bakhu,,,
1102042001,110204,Kota Kutacane,,,
1102042002,110204,Perapat Hilir,,,
1102042003,110204,Perapat Hulu,,,
1102042004,110204,Muara Lawe Bulan,,,
1102042005,110204,Mbarung,,,
1102042006,110204,Batu Mbulan Asli,,,
1102042007,110204,Batu Mbulan I,,,
1102042008,110204,Batu Mbulan II,,,
1102042009,110204,Kampung Raja,,,
1102042010,110204,Pulonas,,,
1102042011,110204,Kampung Melayu Gabungan,,,
1102042012,110204,Terutung Pedi,,,
1102042013,110204,Kute Rih,,,
1102042014,110204,Gumpang Jaya,,,
1102042015,110204,Pulo Latong,,,
1102042016,110204,Kutacane Lama,,,
1102042017,110204,Batu Mbulan Mbaru,,,
1102042018,110204,Pulo Peding,,,
1102042019,110204,Mendabe,,,
1102042020,110204,Ujung Barat,,,
1102042021,110204,Pekhapat Titi Panjang,,,
1102042022,110204,Pekhapat Sepakat,,,
1102042023,110204,Alas Marantcar,,,
1102042024,110204,Batu Mbulan Sepakat,,,
1102042025,110204,Pulo Sanggakh,,,
1102042026,110204,Melayu I,,,
1102042027,110204,Mbarung Datuk Saudane,,,
1102052005,110205,Salang Alas,,,
1102052009,110205,Kuta Pasir,,,
1102052011,110205,Purwodadi,,,
1102052012,110205,Kuta Tinggi,,,
1102052013,110205,Kampung Baru,,,
1102052014,110205,Peranginan,,,
1102052015,110205,Natam,,,
1102052025,110205,Kumbang Jaya,,,
1102052026,110205,Kumbang Indah,,,
1102052027,110205,Natam Baru,,,
1102052029,110205,Deleng Megakhe,,,
1102052030,110205,Lawe Bekung,,,
1102052031,110205,Lawe Bekung Tampahan,,,
1102052032,110205,Badar Indah,,,
1102052033,110205,Batu Mbekhong,,,
1102052034,110205,Tanah Merah,,,
1102052035,110205,Tanoh Megakhe,,,
1102052036,110205,Lawe Sekerah,,,
1102062001,110206,Pardomuan II,,,
1102062002,110206,Lawe Desky I,,,
1102062003,110206,Lawe Desky Sabas,,,
1102062004,110206,Pardomuan I,,,
1102062005,110206,Cinta Damai,,,
1102062006,110206,Pardamean,,,
1102062007,110206,Lawe Desky Tongah,,,
1102062008,110206,Kute Bakti,,,
1102062010,110206,Muara Situlen,,,
1102062011,110206,Sejahtera,,,
1102062012,110206,Kute Makmur,,,
1102062013,110206,Pardamean,,,
1102062014,110206,Lawe Mantik,,,
1102062015,110206,Cinta Makmur,,,
1102062016,110206,Muara Setia,,,
1102062017,110206,Tanoh Alas,,,
1102062018,110206,Sejahtera Baru,,,
1102062024,110206,Lawe Tawakh,,,
1102062025,110206,Sabilussalam,,,
1102062026,110206,Lawe Desky Jaya,,,
1102062027,110206,Pintu Alas,,,
1102072001,110207,Gulo,,,
1102072002,110207,Pulo Piku,,,
1102072003,110207,Terutung Kute,,,
1102072004,110207,Kute Ujung,,,
1102072005,110207,Lawe Stul,,,
1102072006,110207,Kite Merangun,,,
1102072007,110207,Mamas,,,
1102072008,110207,Tanjung Lama,,,
1102072009,110207,Tanjung Muda,,,
1102072010,110207,Rambung Teldak,,,
1102072011,110207,Tanjung Aman,,,
1102072012,110207,Sri Muda,,,
1102072013,110207,Ujung Baru,,,
1102072014,110207,Kute Rambe,,,
1102072015,110207,Mamas Baru,,,
1102072016,110207,Rambung Jaya,,,
1102072017,110207,Makmur Jaya,,,
1102072018,110207,Darul Makmur,,,
1102072019,110207,Tanjung Bakhu,,,
1102072020,110207,Pulo Gabung,,,
1102072021,110207,Kokhtan Jaya,,,
1102072022,110207,Istiqamah,,,
1102072023,110207,Lawe Mamas Indah,,,
1102072024,110207,Tanjung Leuser,,,
1102072025,110207,Simpang IV Tanjung,,,
1102072026,110207,Lawe Pinis,,,
1102072027,110207,Buntul Kendawi,,,
1102072028,110207,Kuning Abadi,,,
1102082001,110208,Pasir Gala,,,
1102082002,110208,Pasir Penjengakan,,,
1102082003,110208,Kutambaru,,,
1102082004,110208,Lawe Sagu Hulu,,,
1102082005,110208,Lawe Sagu Hilir,,,
1102082006,110208,Kute Bantil,,,
1102082011,110208,Lawe Kolok,,,
1102082012,110208,Lawe Rutung,,,
1102082013,110208,Kampung Nangka,,,
1102082014,110208,Tenembak Juhar,,,
1102082015,110208,Simpang Empat,,,
1102082016,110208,Kuta Buluh Botong,,,
1102082017,110208,Katambaru Becawan,,,
1102082018,110208,Lawe Kinge,,,
1102082019,110208,Kandang Mbelang Mandiri,,,
1102082020,110208,Mbacang Racun,,,
1102082021,110208,Telaga Mekar,,,
1102082023,110208,Pulonas Baru,,,
1102082025,110208,Kuta Genting,,,
1102082026,110208,Lawe Sagu Baru,,,
1102082027,110208,Lawe Sagu,,,
1102082028,110208,Pekhapet Timur,,,
1102082029,110208,Bahagia,,,
1102082030,110208,Kute Galuh Asli,,,
1102092001,110209,Kute Lengat Pangan,,,
1102092002,110209,Kute Lengat Selian,,,
1102092003,110209,Tualang Baru,,,
1102092004,110209,Alur Buluh,,,
1102092005,110209,Maha Singkil,,,
1102092006,110209,Tenembak Bintang,,,
1102092007,110209,Kute Lingga,,,
1102092008,110209,Rikit Bur,,,
1102092010,110209,Kerukunan,,,
1102092011,110209,Lawe Dua,,,
1102092012,110209,Rema,,,
1102092013,110209,Bambel Baru,,,
1102092014,110209,Pejuang,,,
1102092015,110209,Darussalam,,,
1102092016,110209,Amaliah,,,
1102092017,110209,Sebudi Jaya,,,
1102092018,110209,Gumpang,,,
1102092019,110209,Kute Gekhat,,,
1102092020,110209,Paye Khambung,,,
1102092021,110209,Mbak Sako,,,
1102092022,110209,Darul Imami,,,
1102092023,110209,Rikit Bur II,,,
1102092024,110209,Kute Empat Lima,,,
1102102001,110210,Simpang Semadam,,,
1102102002,110210,Semadam Awal,,,
1102102003,110210,Semadam Asal,,,
1102102004,110210,Lawe Kinga Gabungan,,,
1102102005,110210,Lawe Kinga Tebing Tinggi,,,
1102102006,110210,Kebun Sere,,,
1102102007,110210,Lawe Beringin Horas,,,
1102102008,110210,Lawe. Berigin Gayo,,,
1102102009,110210,Suka Makmur,,,
1102102010,110210,Pasar Puntung,,,
1102102011,110210,Titi Pasir,,,
1102102012,110210,Lawe Petanduk I,,,
1102102013,110210,Ngkeran Alur Buluh,,,
1102102014,110210,Kampung Baru,,,
1102102015,110210,Sepakat Segenap,,,
1102102016,110210,Selamat Indah,,,
1102102017,110210,Lawe Kinge Lapter,,,
1102102018,110210,Lawe Mejile,,,
1102102019,110210,Lawe Petanduk-II,,,
1102112004,110211,Titi Mas,,,
1102112005,110211,Meranti,,,
1102112006,110211,Kute Lang-Lang,,,
1102112007,110211,Lawe Sumur,,,
1102112008,110211,Pardamaian,,,
1102112009,110211,Salim Pipit,,,
1102112010,110211,Penguhapan,,,
1102112011,110211,Lumban Tua,,,
1102112012,110211,Mutiara Damai,,,
1102112013,110211,Dolok Nauli,,,
1102112014,110211,Tuhi Jongkat,,,
1102112015,110211,Uning Sigugur,,,
1102112016,110211,Lumban Sitio-tio,,,
1102112017,110211,Lawe Malum,,,
1102112018,110211,Alur Baning,,,
1102112019,110211,Lingga Alas,,,
1102112020,110211,Khambung Tumbung,,,
1102112021,110211,Tuah Mesade,,,
1102112022,110211,Sumukh Alas,,,
1102112023,110211,Alukh Bakhu,,,
1102112024,110211,Sepekhinding,,,
1102112025,110211,Tanoh Subukh,,,
1102112026,110211,Pinggan Mbelang,,,
1102112027,110211,Sigai Indah,,,
1102112028,110211,Ukekh Deleng,,,
1102112029,110211,Alas Mesikhat,,,
1102112030,110211,Titi Hakhapen,,,
1102122001,110212,Aunan Sepakat,,,
1102122002,110212,Lawe Penanggalan,,,
1102122003,110212,Lawe Mengkudu,,,
1102122004,110212,Jambur Lak-lak,,,
1102122005,110212,Simpang Tiga Jongar,,,
1102122006,110212,Jongar Asli,,,
1102122007,110212,Ketambe,,,
1102122008,110212,Rumah Bundar,,,
1102122009,110212,Penyeberangan Cingkam,,,
1102122010,110212,Deleng Damar,,,
1102122011,110212,Bintang Bener,,,
1102122012,110212,Suka Rimbun,,,
1102122013,110212,Lawe Aunan,,,
1102122014,110212,Bener Bepapah,,,
1102122015,110212,Penungkunen,,,
1102122016,110212,Datok Pining,,,
1102122017,110212,Kati Maju,,,
1102122018,110212,Leuser,,,
1102122019,110212,Jati Sara,,,
1102122020,110212,Bukit Mbakhu,,,
1102122021,110212,Kayu Metangur,,,
1102122022,110212,Lawe Sembekan,,,
1102122023,110212,Lawe Beringin,,,
1102122024,110212,Lawe Ger-Ger,,,
1102122025,110212,Simpur Jaya,,,
1102132001,110213,Salang Baru,,,
1102132002,110213,Ranto Dior,,,
1102132003,110213,Lembah Alas,,,
1102132004,110213,Tenembak Lang-Lang,,,
1102132005,110213,Salang Sigotom,,,
1102132006,110213,Tualang Lama,,,
1102132007,110213,Gusung Batu,,,
1102132008,110213,Kaya Pangur,,,
1102132009,110213,Sepakat,,,
1102132010,110213,Lawe Pangkat,,,
1102132011,110213,Bunga Melur,,,
1102132012,110213,Penampaan,,,
1102132013,110213,Terutung Mbelang,,,
1102132014,110213,Salang Muara,,,
1102132015,110213,Lawe Hakhum,,,
1102132016,110213,Tanoh Khukahen,,,
1102132017,110213,Tading Ni Ulihi,,,
1102132018,110213,Peseluk Pesimbe,,,
1102132019,110213,Kane Lot,,,
1102132020,110213,Muhajirin,,,
1102132021,110213,Beriring Naru,,,
1102132022,110213,Kati Jeroh,,,
1102142001,110214,Terutung Megara Lawe Pasaran,,,
1102142002,110214,Kisam Gabungan,,,
1102142003,110214,Kisam Kute Pasir,,,
1102142004,110214,Lawe Sumur,,,
1102142005,110214,Lawe Sumur Baru,,,
1102142006,110214,Kute Lesung,,,
1102142007,110214,Berandang,,,
1102142008,110214,Kute Bunin,,,
1102142009,110214,Buah Pala,,,
1102142010,110214,Panosan,,,
1102142011,110214,Lawe Pasaran Tengku Mbelin,,,
1102142012,110214,Terutung Megahke MBakhu,,,
1102142013,110214,Kisam Lestari,,,
1102142014,110214,Kisam Kute Rambe,,,
1102142015,110214,Lawe Polak,,,
1102142016,110214,Lawes Sumur Sepakat,,,
1102142017,110214,Setia Baru,,,
1102142018,110214,Teger Miko,,,
1102152001,110215,Salim Pinim I,,,
1102152002,110215,Jambur Damar,,,
1102152003,110215,Alur Langsat,,,
1102152004,110215,Rambah Sayang,,,
1102152006,110215,Rumah Luar,,,
1102152007,110215,Tenembak Alas,,,
1102152008,110215,Lawe Tungkal,,,
1102152009,110215,Salim Pinim II,,,
1102152010,110215,Jambukh Pekhmate,,,
1102152011,110215,Khutung Mbelang,,,
1102152012,110215,Timang Rasa,,,
1102152013,110215,Stambul Jaya,,,
1102152014,110215,Alur Nangke,,,
1102152015,110215,Kute Mejile,,,
1102162001,110216,Bintang Alga Musara,,,
1102162002,110216,Bintang Bukit Indah,,,
1102162003,110216,Tanjung Sari,,,
1102162004,110216,Bun-bun Alas,,,
1102162005,110216,Naga Timbul,,,
1102162006,110216,Gunung Pak-Pak,,,
1102162007,110216,Bukit Meriah,,,
1102162008,110216,Permata Musara,,,
1102162009,110216,Laut Tawar,,,
1102162010,110216,Kane Mende,,,
1102162011,110216,Lawe Sekhakut,,,
1102162012,110216,Bunbun Indah,,,
1102162013,110216,Suka Damai,,,
1102162014,110216,Tuah Kekhine,,,
1102162015,110216,Punce Nali,,,
1102162016,110216,Sade Ate,,,
1102162017,110216,Akhih Majile,,,
1102162018,110216,Ukhat Peseluk,,,
1102162019,110216,Tunas Mude,,,
1102162020,110216,Gaye Sendah,,,
1102162021,110216,Kute Hakhapen,,,
1102162022,110216,Kompas,,,
1102162023,110216,Sepakat,,,
1103012001,110301,Alue Luddin Sa,,,
1103012002,110301,Alue Luddin Dua,,,
1103012003,110301,Alue Dalam,,,
1103012004,110301,Dama Pulo Sa,,,
1103012005,110301,Dama Pulo Dua,,,
1103012006,110301,Buket Kulam,,,
1103012007,110301,Seuneubok Teungoh,,,
1103012008,110301,Jungka Gajah,,,
1103012009,110301,Seuneubok Simpang,,,
1103012010,110301,Matang Pineung,,,
1103012011,110301,Lhok Geulumpang,,,
1103012012,110301,Blang Buket,,,
1103012013,110301,Meunasah Keutapang,,,
1103012014,110301,Buket Rumia,,,
1103012015,110301,Alue Gadeng,,,
1103012016,110301,Kapai Baro,,,
1103012017,110301,Seuneubok Tuha Sa,,,
1103012018,110301,Seuneubok Tuha Dua,,,
1103012019,110301,Seuneubok Buloh,,,
1103012020,110301,Gaseh Sayang,,,
1103012021,110301,Alue Lhok,,,
1103012022,110301,Trieng Gadeng,,,
1103012023,110301,Grong-Grong,,,
1103012024,110301,Matang Geuto,,,
1103012025,110301,Alue Merbo,,,
1103012026,110301,Buket Raya,,,
1103012027,110301,Gampong Keude,,,
1103012028,110301,Peukan Idi Cut,,,
1103012029,110301,Gampong Beunot,,,
1103012030,110301,Seuneubok Baroh,,,
1103012031,110301,Teupin Drum,,,
1103012032,110301,Kuala Idi Cut,,,
1103012034,110301,Seuneubok Aceh,,,
1103012035,110301,Gampong Baro,,,
1103012036,110301,Bagok Panah Sa,,,
1103012037,110301,Bagok Panah Dua,,,
1103012038,110301,Bagok Panah Lhee,,,
1103012039,110301,Bagok Panah Peut,,,
1103012040,110301,Buket Tualang,,,
1103012041,110301,Keumuneng Sa,,,
1103012042,110301,Keumuneng Dua,,,
1103012043,110301,Keumuneng Lhee,,,
1103012044,110301,Keumuneng Peut,,,
1103012045,110301,Keumuneng Limong,,,
1103012046,110301,Meunasah Blang,,,
1103022001,110302,Blang Keumahang,,,
1103022002,110302,Blang Jambee,,,
1103022003,110302,Keumuneng,,,
1103022004,110302,Ladang Baro,,,
1103022005,110302,Buket Panyang,,,
1103022006,110302,Seuneubok Rambong,,,
1103022007,110302,Seuneubok Baro,,,
1103022008,110302,Blang Mideun,,,
1103022009,110302,Paya Bakong,,,
1103022010,110302,Teupin Raya,,,
